task,choice,bibkey,paper,r,subject
BRET,17,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.20481927710843373,23182
BRET,16,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.19047619047619047,23183
BRET,50,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1,23184
BRET,17,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.20481927710843373,23185
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23186
BRET,25,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3333333333333333,23187
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23188
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23189
BRET,23,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2987012987012987,23190
BRET,49,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.9607843137254902,23191
BRET,23,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2987012987012987,23192
BRET,33,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.4925373134328358,23193
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23194
BRET,37,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5873015873015873,23195
BRET,32,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.47058823529411764,23196
BRET,13,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.14942528735632185,23197
BRET,32,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.47058823529411764,23198
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23199
BRET,61,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.564102564102564,23200
BRET,23,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2987012987012987,23201
BRET,66,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.9411764705882353,23202
BRET,22,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.28205128205128205,23203
BRET,24,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3157894736842105,23204
BRET,70,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,2.3333333333333335,23205
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23206
BRET,22,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.28205128205128205,23207
BRET,25,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3333333333333333,23208
BRET,14,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.16279069767441862,23209
BRET,55,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.2222222222222223,23210
BRET,35,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5384615384615384,23211
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23212
BRET,60,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.5,23213
BRET,60,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.5,23214
BRET,41,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6949152542372882,23215
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23216
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23217
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23218
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23219
BRET,35,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5384615384615384,23220
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23221
BRET,42,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7241379310344828,23222
BRET,8,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.08695652173913043,23223
BRET,24,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3157894736842105,23224
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23225
BRET,37,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5873015873015873,23226
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23227
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23228
BRET,27,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3698630136986301,23229
BRET,26,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.35135135135135137,23230
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23231
BRET,50,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1,23232
BRET,16,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.19047619047619047,23233
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23234
BRET,37,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5873015873015873,23235
BRET,31,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.4492753623188406,23236
BRET,27,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3698630136986301,23237
BRET,23,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2987012987012987,23238
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23239
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23240
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23241
BRET,24,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3157894736842105,23242
BRET,50,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1,23243
BRET,38,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6129032258064516,23244
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23245
BRET,53,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.127659574468085,23246
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23247
BRET,13,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.14942528735632185,23248
BRET,49,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.9607843137254902,23249
BRET,45,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.8181818181818182,23250
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23251
BRET,51,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.0408163265306123,23252
BRET,32,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.47058823529411764,23253
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23254
BRET,72,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,2.5714285714285716,23255
BRET,24,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3157894736842105,23256
BRET,42,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7241379310344828,23257
BRET,36,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5625,23258
BRET,32,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.47058823529411764,23259
BRET,50,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1,23260
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23261
BRET,35,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5384615384615384,23262
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23263
BRET,39,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.639344262295082,23264
BRET,31,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.4492753623188406,23265
BRET,25,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3333333333333333,23266
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23267
BRET,49,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.9607843137254902,23268
BRET,22,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.28205128205128205,23269
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23270
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23271
BRET,16,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.19047619047619047,23272
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23273
BRET,19,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2345679012345679,23274
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23275
BRET,34,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5151515151515151,23276
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23277
BRET,25,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3333333333333333,23278
BRET,25,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3333333333333333,23279
BRET,40,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6666666666666666,23280
BRET,21,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.26582278481012656,23281
BRET,50,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1,23282
BRET,43,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7543859649122807,23283
BRET,18,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.21951219512195122,23284
BRET,20,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.25,23285
BRET,10,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1111111111111111,23286
BRET,50,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1,23287
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23288
BRET,25,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3333333333333333,23289
BRET,30,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42857142857142855,23290
BRET,32,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.47058823529411764,23291
BRET,11,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.12359550561797752,23292
BRET,25,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3333333333333333,23293
BRET,35,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5384615384615384,23294
BRET,15,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.17647058823529413,23295
BRET,45,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.8181818181818182,23296
BRET,33,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.4925373134328358,23297
BRET,17,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.20481927710843373,23298
CEPL,1,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.93,23101
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-1.5204909134609625,23102
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5793918015272357,23103
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.48012385577429084,23104
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2467521732370369,23105
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3141878370381892,23106
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7328047385602259,23107
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7708286484330893,23108
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-1.9683105822931974,23109
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.7302938831108622,23110
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.241489481814206,23111
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.0742894435254857,23112
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.353349839760922,23113
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.07850234483135854,23114
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.5475358448224141,23115
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.6753094725916162,23116
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.0986690076161176,23117
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.008521913571748918,23118
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.20848323497222737,23119
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.8304582063481212,23120
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6870503987069241,23121
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.13158929034601896,23122
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1534335198113695,23123
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.6887102239881642,23124
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6827442961581982,23125
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3535213750880212,23126
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.937858043233864,23127
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6604010117915458,23128
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.9863184744794853,23129
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2783974146330729,23130
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.3143084724899381,23131
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2203790185623802,23132
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.1543274983600713,23133
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-1.846319605067838,23134
CEPL,2,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.8340988086001015,23135
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.42192986050853504,23136
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.6109500923892484,23137
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.6572505865897983,23138
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7277614480885677,23139
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6501448958623222,23140
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.4515755470539443,23141
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.11310664498712868,23142
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.06967708330135791,23143
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.0693283943762073,23144
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5153230199520475,23145
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.788888492109254,23146
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.8200881667877546,23147
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.8133980838302522,23148
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6957896403898485,23149
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.1626581429084763,23150
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.4401268409285694,23151
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.8808349635009654,23152
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.7793891244917177,23153
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.0978338948194869,23154
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7052230057958513,23155
CEPL,1,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.93,23156
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.16167512910440562,23157
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5970046251197345,23158
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.9534095045295543,23159
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7550433465698734,23160
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5279157257312909,23161
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.41094498756574466,23162
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.8393232399364934,23163
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.268354055865202,23164
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.24398514103144406,23165
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7125812138128094,23166
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5565602318290621,23167
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.4004786355118267,23168
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.5549919343460351,23169
CEPL,2,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.521756476813462,23170
CEPL,9,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,7.96,23171
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5955320239742286,23172
CEPL,1,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.93,23173
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.9152372059272602,23174
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.27185352168278765,23175
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.22159054019488394,23176
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.2617625992628746,23177
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.6801329081621952,23178
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.7525116947479547,23179
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.20511702854419128,23180
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7871554736071267,23181
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7841069292323664,23182
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7621784953656605,23183
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,2.0411135476827624,23184
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.14026186740957203,23185
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.574646879148204,23186
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.7431672933860682,23187
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-1.0615676377620549,23188
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.7297736445395275,23189
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.4959327090112492,23190
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.644170319684781,23191
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-1.9145870410231873,23192
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.23966408171691,23193
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.5722973660379649,23194
CEPL,8,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,4.610849862780888,23195
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-2.863357856606599,23196
CEPL,6,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,1.2351765448227525,23197
CEPL,5,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,0.26697830352000895,23198
CEPL,4,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-0.7580628581228666,23199
CEPL,9,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,7.96,23200
CEPL,3,Holzmeister2019,Holzmeister and Stefan Working Paper 2019,-1.3371640372928233,23201
