bibkey,paper,task,subject,choice,r,country
Dursch2012,Dursch et al 2012,HL,82,9,2.439088274873793,Germany
Dursch2012,Dursch et al 2012,HL,83,4,0.3797658166941255,Germany
Dursch2012,Dursch et al 2012,HL,84,8,1.7534461482334882,Germany
Dursch2012,Dursch et al 2012,HL,85,6,0.8801085653714835,Germany
Dursch2012,Dursch et al 2012,HL,86,8,1.7007970818085596,Germany
Dursch2012,Dursch et al 2012,HL,87,6,1.0846654481021687,Germany
Dursch2012,Dursch et al 2012,HL,88,6,0.9892673127353191,Germany
Dursch2012,Dursch et al 2012,HL,89,6,1.084384198859334,Germany
Dursch2012,Dursch et al 2012,HL,90,9,2.6393010818772016,Germany
Dursch2012,Dursch et al 2012,HL,91,5,0.6759362877300009,Germany
Dursch2012,Dursch et al 2012,HL,92,8,1.8874305752571672,Germany
Dursch2012,Dursch et al 2012,HL,93,7,1.2992597648128867,Germany
Dursch2012,Dursch et al 2012,HL,94,6,1.0491853319108486,Germany
Dursch2012,Dursch et al 2012,HL,95,7,1.2997055688453838,Germany
Dursch2012,Dursch et al 2012,HL,96,7,1.2009669905854388,Germany
Dursch2012,Dursch et al 2012,HL,97,6,0.8904651173856108,Germany
Dursch2012,Dursch et al 2012,HL,98,8,1.8431014511315151,Germany
Dursch2012,Dursch et al 2012,HL,99,7,1.3719087793119251,Germany
Dursch2012,Dursch et al 2012,HL,100,8,1.8571091921534388,Germany
Dursch2012,Dursch et al 2012,HL,101,9,2.082438398404047,Germany
Dursch2012,Dursch et al 2012,HL,102,7,1.4404761632671579,Germany
Dursch2012,Dursch et al 2012,HL,103,7,1.285927131040953,Germany
Dursch2012,Dursch et al 2012,HL,104,8,1.8720224924292415,Germany
Dursch2012,Dursch et al 2012,HL,105,8,1.8956583227869124,Germany
Dursch2012,Dursch et al 2012,HL,106,2,-0.06420465771108863,Germany
Dursch2012,Dursch et al 2012,HL,107,8,1.745072215553373,Germany
Dursch2012,Dursch et al 2012,HL,108,6,1.1228930454934014,Germany
Dursch2012,Dursch et al 2012,HL,109,7,1.4226421274011956,Germany
Dursch2012,Dursch et al 2012,HL,110,7,1.4587616528291254,Germany
Dursch2012,Dursch et al 2012,HL,111,7,1.4714526079874486,Germany
Dursch2012,Dursch et al 2012,HL,112,4,0.47544529910665,Germany
Dursch2012,Dursch et al 2012,HL,113,7,1.2578984149591996,Germany
Dursch2012,Dursch et al 2012,HL,114,6,0.8509079772047698,Germany
Dursch2012,Dursch et al 2012,HL,115,5,0.71776127750054,Germany
Dursch2012,Dursch et al 2012,HL,116,4,0.583720952887088,Germany
Dursch2012,Dursch et al 2012,HL,117,4,0.44261784822912886,Germany
Dursch2012,Dursch et al 2012,HL,118,5,0.7446844557486474,Germany
Dursch2012,Dursch et al 2012,HL,119,9,2.561070554181933,Germany
Dursch2012,Dursch et al 2012,HL,120,6,0.855633065290749,Germany
Dursch2012,Dursch et al 2012,HL,121,6,1.0321147280745206,Germany
Dursch2012,Dursch et al 2012,HL,122,10,2.71,Germany
Dursch2012,Dursch et al 2012,HL,123,6,1.1156721343286335,Germany
Dursch2012,Dursch et al 2012,HL,124,4,0.45998026983346785,Germany
Dursch2012,Dursch et al 2012,HL,125,1,-0.37,Germany
Dursch2012,Dursch et al 2012,HL,126,5,0.7922535144677385,Germany
Dursch2012,Dursch et al 2012,HL,127,5,0.6650166069017723,Germany
Dursch2012,Dursch et al 2012,HL,128,5,0.8233620192855596,Germany
Dursch2012,Dursch et al 2012,HL,129,4,0.47196001230040563,Germany
Dursch2012,Dursch et al 2012,HL,130,5,0.6364652463141829,Germany
Dursch2012,Dursch et al 2012,HL,131,4,0.4312185282073915,Germany
Dursch2012,Dursch et al 2012,HL,132,6,1.1212844639085233,Germany
Dursch2012,Dursch et al 2012,HL,133,8,1.5789949241187424,Germany
Dursch2012,Dursch et al 2012,HL,134,3,0.2814136126381346,Germany
Dursch2012,Dursch et al 2012,HL,135,5,0.7887350593181327,Germany
Dursch2012,Dursch et al 2012,HL,136,5,0.7285756289539859,Germany
Dursch2012,Dursch et al 2012,HL,137,5,0.6819313174905255,Germany
Dursch2012,Dursch et al 2012,HL,138,6,0.9241381321335211,Germany
Dursch2012,Dursch et al 2012,HL,139,4,0.4374458214896731,Germany
Dursch2012,Dursch et al 2012,HL,140,5,0.6951190872397274,Germany
Dursch2012,Dursch et al 2012,HL,141,6,1.022681461693719,Germany
Dursch2012,Dursch et al 2012,HL,142,9,2.014198484933004,Germany
Dursch2012,Dursch et al 2012,HL,143,5,0.6406907766358927,Germany
Dursch2012,Dursch et al 2012,HL,144,8,1.6418050147686154,Germany
Dursch2012,Dursch et al 2012,HL,145,5,0.7819010085565969,Germany
Dursch2012,Dursch et al 2012,HL,146,8,1.9468348972219973,Germany
Dursch2012,Dursch et al 2012,HL,147,7,1.3978083335561677,Germany
Dursch2012,Dursch et al 2012,HL,148,8,1.9083906455663964,Germany
Dursch2012,Dursch et al 2012,HL,149,7,1.4787354085035622,Germany
Dursch2012,Dursch et al 2012,HL,150,9,2.099793551163748,Germany
Dursch2012,Dursch et al 2012,HL,151,8,1.6167208688985557,Germany
Dursch2012,Dursch et al 2012,HL,152,7,1.2851869528461246,Germany
Dursch2012,Dursch et al 2012,HL,153,7,1.3021220545610412,Germany
Dursch2012,Dursch et al 2012,HL,154,8,1.8944713868340477,Germany
Dursch2012,Dursch et al 2012,HL,155,5,0.6940119144832715,Germany
Dursch2012,Dursch et al 2012,HL,156,8,1.6399164151772856,Germany
Dursch2012,Dursch et al 2012,HL,157,7,1.3576795006077735,Germany
Dursch2012,Dursch et al 2012,HL,158,7,1.3303393592732027,Germany
Dursch2012,Dursch et al 2012,HL,159,5,0.6154918634751811,Germany
Dursch2012,Dursch et al 2012,HL,160,10,2.71,Germany
Dursch2012,Dursch et al 2012,HL,161,6,0.9233343786559999,Germany
Dursch2012,Dursch et al 2012,HL,162,8,1.772189863724634,Germany
Dursch2012,Dursch et al 2012,HL,163,8,1.7489442830951885,Germany
Dursch2012,Dursch et al 2012,HL,164,9,2.3657351178489625,Germany
Dursch2012,Dursch et al 2012,HL,165,8,1.4952761799842118,Germany
Dursch2012,Dursch et al 2012,HL,166,6,1.1010507948230952,Germany
Dursch2012,Dursch et al 2012,HL,167,10,2.71,Germany
Dursch2012,Dursch et al 2012,HL,168,5,0.6728688784455881,Germany
Dursch2012,Dursch et al 2012,HL,169,8,1.698243513898924,Germany
Dursch2012,Dursch et al 2012,HL,170,7,1.4260026657301932,Germany
Dursch2012,Dursch et al 2012,HL,171,6,1.120746115152724,Germany
Dursch2012,Dursch et al 2012,HL,172,8,1.8714087451528758,Germany
Dursch2012,Dursch et al 2012,HL,173,6,0.8534945951541886,Germany
Dursch2012,Dursch et al 2012,HL,174,7,1.3078456161078065,Germany
Dursch2012,Dursch et al 2012,HL,175,8,1.915412449305877,Germany
Dursch2012,Dursch et al 2012,HL,176,7,1.224544929889962,Germany
Dursch2012,Dursch et al 2012,HL,177,5,0.785168477287516,Germany
Dursch2012,Dursch et al 2012,HL,178,9,2.182511511174962,Germany
Dursch2012,Dursch et al 2012,HL,179,8,1.5523145048320293,Germany
Dursch2012,Dursch et al 2012,HL,180,7,1.191243166537024,Germany
Dursch2012,Dursch et al 2012,HL,181,6,1.071912963851355,Germany
Dursch2012,Dursch et al 2012,HL,182,8,1.6557088688993826,Germany
Dursch2012,Dursch et al 2012,HL,183,8,1.6021451855963096,Germany
Dursch2012,Dursch et al 2012,HL,184,8,1.5131044831499458,Germany
Dursch2012,Dursch et al 2012,HL,185,6,1.030100993788801,Germany
Dursch2012,Dursch et al 2012,HL,186,6,0.8556599569506943,Germany
Dursch2012,Dursch et al 2012,HL,187,6,1.005654193344526,Germany
Dursch2012,Dursch et al 2012,HL,188,7,1.2773843716504052,Germany
Dursch2012,Dursch et al 2012,HL,189,8,1.6771613601595163,Germany
Dursch2012,Dursch et al 2012,HL,190,7,1.267509023686871,Germany
Dursch2012,Dursch et al 2012,HL,191,8,1.909153263149783,Germany
Dursch2012,Dursch et al 2012,HL,192,9,2.423694158056751,Germany
Dursch2012,Dursch et al 2012,HL,193,9,2.131510926466435,Germany
Dursch2012,Dursch et al 2012,HL,194,6,1.0806460726773366,Germany
Dursch2012,Dursch et al 2012,HL,195,8,1.4907785703334957,Germany
Dursch2012,Dursch et al 2012,HL,196,8,1.8350737943081186,Germany
Dursch2012,Dursch et al 2012,HL,197,5,0.8143255306174979,Germany
Dursch2012,Dursch et al 2012,HL,198,9,2.6658398667536676,Germany
Dursch2012,Dursch et al 2012,HL,199,8,1.8962909178901464,Germany
