bibkey;paper;name;link;task;subject;age;gender;choice;r;treatment;inconsistent;soep;dosocial;dohealth;doinvest;dogamble;doethic;dorecre;doall;key;sex;metabibkey;soep_financial
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;81509;21;1;14;0.16279069767441862;NA;NA;4;4.666666507720947;4.666666507720947;3.3333332538604736;3;2.8333332538604736;5.5;4;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;90951;26;1;61;1.564102564102564;NA;NA;5;4.833333492279053;3.8333332538604736;2.3333332538604736;3.3333332538604736;3.3333332538604736;3.3333332538604736;3.5;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;91312;23;0;40;0.6666666666666666;NA;NA;6;5.833333492279053;4.166666507720947;2.3333332538604736;1;4;4.833333492279053;3.694444417953491;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;100951;26;0;61;1.564102564102564;NA;NA;2;5;2.8333332538604736;1.3333333730697632;1;1.1666666269302368;2.5;2.305555582046509;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;101312;20;1;40;0.6666666666666666;NA;NA;3;5;3.5;4;1;3;2.8333332538604736;3.222222328186035;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;101509;22;1;61;1.564102564102564;NA;NA;4;5.166666507720947;3;1;2.3333332538604736;1.8333333730697632;3.1666667461395264;2.75;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;110951;24;1;35;0.5384615384615384;NA;NA;3;4.166666507720947;3.6666667461395264;4.333333492279053;1;1.8333333730697632;1.3333333730697632;2.722222328186035;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;111312;25;1;22;0.28205128205128205;NA;NA;6;4.666666507720947;4;2.3333332538604736;1.6666666269302368;3.5;3.8333332538604736;3.3333332538604736;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;111509;20;1;61;1.564102564102564;NA;NA;5;5.333333492279053;2.5;2.6666667461395264;1;2.1666667461395264;3;2.777777910232544;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;120951;20;1;61;1.564102564102564;NA;NA;6;4.5;3.1666667461395264;2;1;3.3333332538604736;2;2.6666667461395264;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;121312;20;1;39;0.639344262295082;NA;NA;3;5.5;3.1666667461395264;4;1;2.1666667461395264;2.3333332538604736;3.027777671813965;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;121509;21;0;61;1.564102564102564;NA;NA;9;5.833333492279053;4.5;6.333333492279053;5;1.8333333730697632;4.833333492279053;4.722222328186035;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;130951;28;0;61;1.564102564102564;NA;NA;7;5.333333492279053;3.8333332538604736;3.3333332538604736;1;2.6666667461395264;2.3333332538604736;3.0833332538604736;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;131312;20;0;30;0.42857142857142855;NA;NA;8;5.333333492279053;5.333333492279053;5.333333492279053;5;3.6666667461395264;1.5;4.361111164093018;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;131509;24;1;61;1.564102564102564;NA;NA;6;5.666666507720947;3.6666667461395264;3;2.6666667461395264;2.1666667461395264;5;3.694444417953491;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;140951;23;1;43;0.7543859649122807;NA;NA;3;4.5;3;2;2.3333332538604736;2.3333332538604736;1.1666666269302368;2.555555582046509;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;141312;24;1;57;1.3255813953488371;NA;NA;2;4.833333492279053;2.6666667461395264;1.6666666269302368;1.6666666269302368;1.8333333730697632;4.166666507720947;2.805555582046509;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;141509;25;0;61;1.564102564102564;NA;NA;7;5.5;5.333333492279053;3;2;3.5;4;3.8888888359069824;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;150951;23;0;51;1.0408163265306123;NA;NA;8;5.666666507720947;3.5;2.3333332538604736;3.6666667461395264;5;4.666666507720947;4.138888835906982;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;151312;19;0;57;1.3255813953488371;NA;NA;6;4.833333492279053;3.3333332538604736;3.3333332538604736;2.6666667461395264;1.6666666269302368;5.666666507720947;3.5833332538604736;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;151509;22;1;61;1.564102564102564;NA;NA;6;4.333333492279053;3.5;2;1;2.8333332538604736;2.8333332538604736;2.75;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;160951;32;0;61;1.564102564102564;NA;NA;8;5.166666507720947;3.6666667461395264;3.3333332538604736;2;3.3333332538604736;6.333333492279053;3.972222328186035;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;161312;19;1;56;1.2727272727272727;NA;NA;8;6.166666507720947;4;3;2;2.6666667461395264;6;3.972222328186035;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;161509;21;1;40;0.6666666666666666;NA;NA;4;4.166666507720947;2.8333332538604736;2;1.6666666269302368;1.8333333730697632;2.6666667461395264;2.527777671813965;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;170951;23;1;37;0.5873015873015873;NA;NA;6;5;4.5;2.3333332538604736;3.3333332538604736;2.5;4;3.6111111640930176;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;171312;21;0;48;0.9230769230769231;NA;NA;4;6.166666507720947;3.5;3;2.6666667461395264;2.1666667461395264;5.833333492279053;3.8888888359069824;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;171509;26;0;35;0.5384615384615384;NA;NA;5;4.833333492279053;3.6666667461395264;3.6666667461395264;2.3333332538604736;2;3.3333332538604736;3.305555582046509;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;180951;30;1;61;1.564102564102564;NA;NA;8;4.5;2.8333332538604736;2.3333332538604736;2.6666667461395264;1.6666666269302368;4;3;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;181312;25;1;23;0.2987012987012987;NA;NA;4;5.833333492279053;5;1.6666666269302368;1;2.1666667461395264;3;3.1111111640930176;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;181509;18;1;48;0.9230769230769231;NA;NA;5;5.333333492279053;3.1666667461395264;3.6666667461395264;2;2.1666667461395264;2.5;3.1388888359069824;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;190951;25;1;43;0.7543859649122807;NA;NA;6;5.5;4;2;1;2.8333332538604736;4.833333492279053;3.3611111640930176;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;191312;21;0;61;1.564102564102564;NA;NA;10;5.5;6;2.3333332538604736;5.333333492279053;4;5.333333492279053;4.75;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;191509;19;1;61;1.564102564102564;NA;NA;7;5;4.5;4.333333492279053;3.3333332538604736;2.6666667461395264;5.166666507720947;4.166666507720947;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;200951;28;0;61;1.564102564102564;NA;NA;4;4.166666507720947;3.6666667461395264;2.3333332538604736;1.3333333730697632;2.8333332538604736;2.8333332538604736;2.8611111640930176;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;201312;27;0;61;1.564102564102564;NA;NA;7;5.833333492279053;4.666666507720947;3.3333332538604736;4.666666507720947;4.166666507720947;5;4.611111164093018;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;201509;24;1;51;1.0408163265306123;NA;NA;7;6.333333492279053;3.8333332538604736;3;2;2.6666667461395264;3;3.472222328186035;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;210951;27;1;53;1.127659574468085;NA;NA;3;6;3;3;1.6666666269302368;2;2.3333332538604736;3;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;211312;24;1;47;0.8867924528301887;NA;NA;5;5.166666507720947;2.5;4.333333492279053;2;2.1666667461395264;2.6666667461395264;3.1388888359069824;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;211509;21;1;34;0.5151515151515151;NA;NA;2;2.8333332538604736;2.6666667461395264;3.3333332538604736;1;2.1666667461395264;3;2.5;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;220951;25;1;55;1.2222222222222223;NA;NA;6;5.166666507720947;4.5;3.3333332538604736;3.3333332538604736;3.6666667461395264;4;4;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;221312;23;1;60;1.5;NA;NA;4;4.833333492279053;3.1666667461395264;2;2.3333332538604736;1.6666666269302368;2.5;2.75;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;221509;20;1;61;1.564102564102564;NA;NA;5;4.166666507720947;3.8333332538604736;3;1;3.1666667461395264;3.1666667461395264;3.055555582046509;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;230951;22;0;61;1.564102564102564;NA;NA;10;6.5;3.3333332538604736;3.3333332538604736;3;3.1666667461395264;6.666666507720947;4.333333492279053;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;231312;29;0;45;0.8181818181818182;NA;NA;6;5.5;2.6666667461395264;5;2;2.3333332538604736;4.166666507720947;3.6111111640930176;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;231509;24;1;40;0.6666666666666666;NA;NA;4;5.166666507720947;4.166666507720947;2.3333332538604736;2.3333332538604736;2.1666667461395264;3;3.194444417953491;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;240951;21;1;54;1.173913043478261;NA;NA;8;5.666666507720947;3.6666667461395264;4.333333492279053;1.3333333730697632;1.5;6.5;3.8333332538604736;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;241312;26;1;61;1.564102564102564;NA;NA;3;5;1.5;3;1;1.5;2.1666667461395264;2.3611111640930176;pump;NA;NA;NA
Crosetto2016;Crosetto and Filippin EXEC 2016;A Reconsideration of Gender Differences in Risk Attitudes;https://econpapers.repec.org/article/inmormnsc/v_3a62_3ay_3a2016_3ai_3a11_3ap_3a3138-3160.htm;BART;241509;21;1;61;1.564102564102564;NA;NA;3;5.333333492279053;3.3333332538604736;3.3333332538604736;2.3333332538604736;2.5;1.5;3.055555582046509;pump;NA;NA;NA
