bibkey,paper,task,subject,choice,r,country,gender,age,city,longitude,lattitude
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,405,30,0.7304227103091884,Australia,0,26,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,406,25,0.6309297535714603,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,407,50,1,Australia,0,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,408,40,0.8368288369533943,Australia,1,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,409,20,0.41503749927884603,Australia,0,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,410,50,1,Australia,0,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,411,32,0.7577832638640916,Australia,1,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,412,33,0.7698713826702209,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,413,5,1.3690702464285398,Australia,1,24,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,414,25,0.6309297535714603,Australia,1,25,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,415,10,2.4094208396531878,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,416,20,0.41503749927884603,Australia,1,26,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,417,20,0.41503749927884603,Australia,0,21,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,418,30,0.7304227103091884,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,419,30,0.7304227103091884,Australia,0,25,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,420,20,0.41503749927884603,Australia,1,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,421,45,0.876976584523827,Australia,0,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,422,20,0.41503749927884603,Australia,0,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,423,50,1,Australia,0,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,424,50,1,Australia,0,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,425,30,0.7304227103091884,Australia,1,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,426,50,1,Australia,1,35,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,427,30,0.7304227103091884,Australia,1,25,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,428,30,0.7304227103091884,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,429,30,0.7304227103091884,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,430,20,0.41503749927884603,Australia,1,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,431,50,1,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,432,30,0.7304227103091884,Australia,0,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,433,23,0.5678586501890707,Australia,0,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,434,50,1,Australia,0,22,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,435,25,0.6309297535714603,Australia,0,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,436,10,2.4094208396531878,Australia,0,31,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,437,40,0.8368288369533943,Australia,1,25,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,438,35,0.7916321530544465,Australia,0,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,439,25,0.6309297535714603,Australia,0,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,440,50,1,Australia,0,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,441,25,0.6309297535714603,Australia,1,29,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,442,30,0.7304227103091884,Australia,0,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,443,33,0.7698713826702209,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,444,40,0.8368288369533943,Australia,0,26,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,445,30,0.7304227103091884,Australia,1,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,446,20,0.41503749927884603,Australia,1,22,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,447,30,0.7304227103091884,Australia,1,24,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,448,40,0.8368288369533943,Australia,0,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,449,45,0.876976584523827,Australia,1,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,450,25,0.6309297535714603,Australia,1,36,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,451,40,0.8368288369533943,Australia,1,32,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,452,25,0.6309297535714603,Australia,0,21,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,453,30,0.7304227103091884,Australia,1,22,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,454,30,0.7304227103091884,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,455,20,0.41503749927884603,Australia,1,25,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,456,50,1,Australia,0,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,457,25,0.6309297535714603,Australia,0,24,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,458,30,0.7304227103091884,Australia,0,48,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,459,25,0.6309297535714603,Australia,1,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,460,30,0.7304227103091884,Australia,0,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,461,50,1,Australia,0,18,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,462,50,1,Australia,0,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,463,50,1,Australia,0,30,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,464,10,2.4094208396531878,Australia,1,19,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,465,30,0.7304227103091884,Australia,1,21,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,466,35,0.7916321530544465,Australia,1,24,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,467,25,0.6309297535714603,Australia,0,25,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,468,25,0.6309297535714603,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,469,30,0.7304227103091884,Australia,1,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,470,20,0.41503749927884603,Australia,1,23,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,471,30,0.7304227103091884,Australia,1,25,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,472,50,1,Australia,1,22,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,473,30,0.7304227103091884,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,474,25,0.6309297535714603,Australia,1,20,Melbourne,-37.79822719279415,144.96098472664792
Erkal2018,"Erkal, Gangadharan, and Koh 2018",IG,475,30,0.7304227103091884,Australia,1,21,Melbourne,-37.79822719279415,144.96098472664792
