bibkey,paper,task,subject,choice,r,gender,age,country
Rommel2019,Rommel et al. 2019,HL,73,7,1.2238125459477305,0,52,Germany
Rommel2019,Rommel et al. 2019,HL,74,4,0.332135300678201,0,32,Germany
Rommel2019,Rommel et al. 2019,HL,75,7,1.4454365671938285,0,42,Germany
Rommel2019,Rommel et al. 2019,HL,77,2,-0.2953515377640724,0,45,Germany
Rommel2019,Rommel et al. 2019,HL,78,4,0.43602151909144593,0,37,Germany
Rommel2019,Rommel et al. 2019,HL,79,3,0.09067213603761048,0,30,Germany
Rommel2019,Rommel et al. 2019,HL,80,7,1.1840910494793206,0,38,Germany
Rommel2019,Rommel et al. 2019,HL,81,6,0.8733074855757877,0,33,Germany
Rommel2019,Rommel et al. 2019,HL,82,4,0.392288566424977,0,29,Germany
Rommel2019,Rommel et al. 2019,HL,83,2,-0.010871893893927287,0,41,Germany
Rommel2019,Rommel et al. 2019,HL,84,5,0.6938586228853091,0,83,Germany
Rommel2019,Rommel et al. 2019,HL,85,6,1.0971021361183375,0,34,Germany
Rommel2019,Rommel et al. 2019,HL,86,2,-0.04471421957015986,0,41,Germany
Rommel2019,Rommel et al. 2019,HL,87,3,0.1114901727740653,0,39,Germany
Rommel2019,Rommel et al. 2019,HL,88,3,0.09439925987971948,0,26,Germany
Rommel2019,Rommel et al. 2019,HL,89,5,0.761160929701291,0,38,Germany
Rommel2019,Rommel et al. 2019,HL,90,5,0.600956429853104,0,29,Germany
Rommel2019,Rommel et al. 2019,HL,91,5,0.6368040462071076,0,27,Germany
Rommel2019,Rommel et al. 2019,HL,92,6,0.9601353743812069,0,39,Germany
Rommel2019,Rommel et al. 2019,HL,93,3,0.035314331653062254,0,31,Germany
Rommel2019,Rommel et al. 2019,HL,94,6,1.0070353159913792,0,34,Germany
Rommel2019,Rommel et al. 2019,HL,95,5,0.7592815220076591,0,66,Germany
Rommel2019,Rommel et al. 2019,HL,96,6,0.9814210490090772,0,25,Germany
Rommel2019,Rommel et al. 2019,HL,97,4,0.3589210833981633,0,57,Germany
Rommel2019,Rommel et al. 2019,HL,99,7,1.3760947966668755,0,64,Germany
Rommel2019,Rommel et al. 2019,HL,100,5,0.6758761020237579,0,51,Germany
Rommel2019,Rommel et al. 2019,HL,102,4,0.46108555892482395,0,36,Germany
Rommel2019,Rommel et al. 2019,HL,103,4,0.4649386969092302,0,61,Germany
Rommel2019,Rommel et al. 2019,HL,104,2,-0.09141835056245323,0,31,Germany
Rommel2019,Rommel et al. 2019,HL,105,5,0.8449276890559122,0,64,Germany
Rommel2019,Rommel et al. 2019,HL,106,7,1.3324381440365687,0,30,Germany
Rommel2019,Rommel et al. 2019,HL,107,5,0.8236669674655422,0,56,Germany
Rommel2019,Rommel et al. 2019,HL,108,4,0.37879276819759977,0,65,Germany
Rommel2019,Rommel et al. 2019,HL,109,5,0.6615098839253187,0,36,Germany
Rommel2019,Rommel et al. 2019,HL,110,3,0.2746347787464038,0,45,Germany
Rommel2019,Rommel et al. 2019,HL,111,5,0.7361366605060174,0,62,Germany
Rommel2019,Rommel et al. 2019,HL,112,7,1.4532570889685303,0,33,Germany
Rommel2019,Rommel et al. 2019,HL,113,7,1.3767705783713609,0,56,Germany
Rommel2019,Rommel et al. 2019,HL,114,5,0.6216872816951945,0,33,Germany
Rommel2019,Rommel et al. 2019,HL,115,4,0.3295340691250749,0,42,Germany
Rommel2019,Rommel et al. 2019,HL,116,3,0.19115705413045364,0,30,Germany
Rommel2019,Rommel et al. 2019,HL,117,2,0.02826019452884798,0,31,Germany
Rommel2019,Rommel et al. 2019,HL,118,4,0.5730869506439193,0,48,Germany
Rommel2019,Rommel et al. 2019,HL,119,3,0.0805639988090843,0,44,Germany
Rommel2019,Rommel et al. 2019,HL,120,5,0.6063306922651827,0,66,Germany
Rommel2019,Rommel et al. 2019,HL,121,6,1.1082058534258976,0,29,Germany
Rommel2019,Rommel et al. 2019,HL,122,3,0.10874155952828006,0,62,Germany
Rommel2019,Rommel et al. 2019,HL,123,6,1.0052799796452745,0,55,Germany
Rommel2019,Rommel et al. 2019,HL,124,4,0.5298913253913633,0,27,Germany
Rommel2019,Rommel et al. 2019,HL,126,6,1.0455276777269318,0,42,Germany
Rommel2019,Rommel et al. 2019,HL,127,5,0.6661639389162883,0,28,Germany
Rommel2019,Rommel et al. 2019,HL,128,6,0.9840152071788907,0,53,Germany
Rommel2019,Rommel et al. 2019,HL,129,5,0.5986831503966823,0,31,Germany
Rommel2019,Rommel et al. 2019,HL,130,5,0.7855510596372187,0,56,Germany
Rommel2019,Rommel et al. 2019,HL,131,3,0.24238884983584288,0,38,Germany
Rommel2019,Rommel et al. 2019,HL,132,5,0.8323380494723096,0,39,Germany
Rommel2019,Rommel et al. 2019,HL,133,6,0.956726825190708,0,66,Germany
Rommel2019,Rommel et al. 2019,HL,1,5,0.7391625372134148,1,55,Germany
Rommel2019,Rommel et al. 2019,HL,8,3,0.07026758924359455,1,26,Germany
Rommel2019,Rommel et al. 2019,HL,28,2,-0.04798376046121117,1,49,Germany
Rommel2019,Rommel et al. 2019,HL,31,3,0.1526827372610569,1,31,Germany
Rommel2019,Rommel et al. 2019,HL,53,4,0.3447893172991462,1,31,Germany
Rommel2019,Rommel et al. 2019,HL,69,5,0.6775410617189481,1,56,Germany
Rommel2019,Rommel et al. 2019,HL,76,3,0.04057568007148803,1,59,Germany
Rommel2019,Rommel et al. 2019,HL,98,6,0.9201000987319276,1,28,Germany
Rommel2019,Rommel et al. 2019,HL,101,4,0.5694621502864174,1,30,Germany
Rommel2019,Rommel et al. 2019,HL,125,6,0.9854890201240778,1,59,Germany
