bibkey,paper,task,subject,age,gender,choice,r
Charness2019,Charness et al 2019,quest_only,801968,25,0,2,NA
Charness2019,Charness et al 2019,quest_only,802377,21,1,6,NA
Charness2019,Charness et al 2019,quest_only,802471,77,1,3,NA
Charness2019,Charness et al 2019,quest_only,802542,65,1,3,NA
Charness2019,Charness et al 2019,quest_only,802902,32,1,3,NA
Charness2019,Charness et al 2019,quest_only,803237,71,1,5,NA
Charness2019,Charness et al 2019,quest_only,803616,45,0,0,NA
Charness2019,Charness et al 2019,quest_only,803854,45,1,0,NA
Charness2019,Charness et al 2019,quest_only,804220,33,1,5,NA
Charness2019,Charness et al 2019,quest_only,804495,39,0,1,NA
Charness2019,Charness et al 2019,quest_only,804626,71,0,5,NA
Charness2019,Charness et al 2019,quest_only,804763,37,1,7,NA
Charness2019,Charness et al 2019,quest_only,805258,69,1,2,NA
Charness2019,Charness et al 2019,quest_only,805471,19,1,6,NA
Charness2019,Charness et al 2019,quest_only,805621,24,1,5,NA
Charness2019,Charness et al 2019,quest_only,805642,22,0,7,NA
Charness2019,Charness et al 2019,quest_only,806884,71,1,2,NA
Charness2019,Charness et al 2019,quest_only,807040,55,0,5,NA
Charness2019,Charness et al 2019,quest_only,807171,33,0,3,NA
Charness2019,Charness et al 2019,quest_only,808197,20,0,7,NA
Charness2019,Charness et al 2019,quest_only,808471,57,1,5,NA
Charness2019,Charness et al 2019,quest_only,810095,55,0,5,NA
Charness2019,Charness et al 2019,quest_only,810214,42,1,0,NA
Charness2019,Charness et al 2019,quest_only,810485,69,1,5,NA
Charness2019,Charness et al 2019,quest_only,812042,64,0,5,NA
Charness2019,Charness et al 2019,quest_only,812179,44,1,6,NA
Charness2019,Charness et al 2019,quest_only,812878,65,1,5,NA
Charness2019,Charness et al 2019,quest_only,813201,67,0,1,NA
