bibkey,paper,task,subject,choice,r,country
Roth2016,Roth et al 2016,HL,83,7,1.2653578880243002,Germany
Roth2016,Roth et al 2016,HL,84,4,0.47970075090415776,Germany
Roth2016,Roth et al 2016,HL,85,7,1.1769813476456328,Germany
Roth2016,Roth et al 2016,HL,86,5,0.8479271655436604,Germany
Roth2016,Roth et al 2016,HL,87,7,1.2380589055269955,Germany
Roth2016,Roth et al 2016,HL,88,7,1.4297348519833757,Germany
Roth2016,Roth et al 2016,HL,89,7,1.1817347506340592,Germany
Roth2016,Roth et al 2016,HL,90,1,-0.37,Germany
Roth2016,Roth et al 2016,HL,91,4,0.4744383477815427,Germany
Roth2016,Roth et al 2016,HL,92,5,0.745389401325956,Germany
Roth2016,Roth et al 2016,HL,93,7,1.1751541419886051,Germany
Roth2016,Roth et al 2016,HL,94,6,0.9750913592753931,Germany
Roth2016,Roth et al 2016,HL,95,6,1.072898740135133,Germany
Roth2016,Roth et al 2016,HL,96,5,0.7508826414914802,Germany
Roth2016,Roth et al 2016,HL,97,7,1.2207158813718706,Germany
Roth2016,Roth et al 2016,HL,98,5,0.8218917125090957,Germany
Roth2016,Roth et al 2016,HL,99,4,0.3858147273818031,Germany
Roth2016,Roth et al 2016,HL,100,7,1.45642243034672,Germany
Roth2016,Roth et al 2016,HL,101,7,1.2875668709073216,Germany
Roth2016,Roth et al 2016,HL,102,8,1.665932468273677,Germany
Roth2016,Roth et al 2016,HL,103,6,1.0226277497597038,Germany
Roth2016,Roth et al 2016,HL,104,7,1.4584545410377905,Germany
