bibkey,paper,task,subject,choice,r,country
Schmidt2019,Schmidt et al 2019,EG,27,3,-0.2873295314470306,Germany
Schmidt2019,Schmidt et al 2019,EG,28,5,0.49863117723725736,Germany
Schmidt2019,Schmidt et al 2019,EG,29,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,30,3,-0.011766265232581674,Germany
Schmidt2019,Schmidt et al 2019,EG,31,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,32,4,0.2973292897641659,Germany
Schmidt2019,Schmidt et al 2019,EG,33,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,34,6,0.5685745647549629,Germany
Schmidt2019,Schmidt et al 2019,EG,35,4,0.2571762977167964,Germany
Schmidt2019,Schmidt et al 2019,EG,36,5,0.5192350420239382,Germany
Schmidt2019,Schmidt et al 2019,EG,37,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,38,7,0.770342281293124,Germany
Schmidt2019,Schmidt et al 2019,EG,39,3,-0.08065403247950598,Germany
Schmidt2019,Schmidt et al 2019,EG,40,7,0.9133807080239058,Germany
Schmidt2019,Schmidt et al 2019,EG,41,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,42,7,0.692462707972154,Germany
Schmidt2019,Schmidt et al 2019,EG,43,3,-0.15824403754901142,Germany
Schmidt2019,Schmidt et al 2019,EG,44,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,45,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,46,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,47,2,-2.116884314743802,Germany
Schmidt2019,Schmidt et al 2019,EG,48,3,-0.31092095527797936,Germany
Schmidt2019,Schmidt et al 2019,EG,49,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,50,5,0.4935714920982719,Germany
Schmidt2019,Schmidt et al 2019,EG,51,5,0.5558504704362713,Germany
Schmidt2019,Schmidt et al 2019,EG,52,3,-0.2066235900274478,Germany
Schmidt2019,Schmidt et al 2019,EG,53,3,-0.006441346034407602,Germany
Schmidt2019,Schmidt et al 2019,EG,54,7,0.7679137605940923,Germany
Schmidt2019,Schmidt et al 2019,EG,55,3,0.0715079429373145,Germany
Schmidt2019,Schmidt et al 2019,EG,56,3,-0.0031374419643543927,Germany
Schmidt2019,Schmidt et al 2019,EG,57,4,0.32879837933927775,Germany
Schmidt2019,Schmidt et al 2019,EG,58,5,0.4691068177483976,Germany
Schmidt2019,Schmidt et al 2019,EG,59,3,0.0513296040240675,Germany
Schmidt2019,Schmidt et al 2019,EG,60,3,-0.2751500370376743,Germany
Schmidt2019,Schmidt et al 2019,EG,61,7,0.9202809623256325,Germany
Schmidt2019,Schmidt et al 2019,EG,62,2,-0.5391155716544014,Germany
Schmidt2019,Schmidt et al 2019,EG,63,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,64,3,-0.2740156476898119,Germany
Schmidt2019,Schmidt et al 2019,EG,65,2,-0.5499601288652047,Germany
Schmidt2019,Schmidt et al 2019,EG,66,3,0.058157262667082266,Germany
Schmidt2019,Schmidt et al 2019,EG,67,7,0.9746854558726772,Germany
Schmidt2019,Schmidt et al 2019,EG,68,3,0.13871455867541954,Germany
Schmidt2019,Schmidt et al 2019,EG,69,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,70,2,-1.575783242736943,Germany
Schmidt2019,Schmidt et al 2019,EG,71,4,0.2852182454057038,Germany
Schmidt2019,Schmidt et al 2019,EG,72,6,0.6087027789233252,Germany
Schmidt2019,Schmidt et al 2019,EG,73,4,0.2136309488490224,Germany
Schmidt2019,Schmidt et al 2019,EG,74,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,75,7,0.9081613934319467,Germany
Schmidt2019,Schmidt et al 2019,EG,76,3,0.10125891296193001,Germany
Schmidt2019,Schmidt et al 2019,EG,77,7,0.7663624396873638,Germany
Schmidt2019,Schmidt et al 2019,EG,78,7,0.797450465974398,Germany
Schmidt2019,Schmidt et al 2019,EG,79,7,0.787811552011408,Germany
Schmidt2019,Schmidt et al 2019,EG,80,4,0.3421634279936552,Germany
Schmidt2019,Schmidt et al 2019,EG,81,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,82,5,0.528638582690619,Germany
Schmidt2019,Schmidt et al 2019,EG,83,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,84,7,0.9621713691903278,Germany
Schmidt2019,Schmidt et al 2019,EG,85,5,0.49374866804108025,Germany
Schmidt2019,Schmidt et al 2019,EG,86,5,0.5020478302007542,Germany
Schmidt2019,Schmidt et al 2019,EG,87,7,0.7773829691717401,Germany
Schmidt2019,Schmidt et al 2019,EG,88,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,89,3,-0.1409295286075212,Germany
Schmidt2019,Schmidt et al 2019,EG,90,3,-0.18198026317870244,Germany
Schmidt2019,Schmidt et al 2019,EG,91,3,-0.17393144803121685,Germany
Schmidt2019,Schmidt et al 2019,EG,92,7,0.782633353904821,Germany
Schmidt2019,Schmidt et al 2019,EG,93,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,94,5,0.5546813007979654,Germany
Schmidt2019,Schmidt et al 2019,EG,95,3,-0.22512301111826674,Germany
Schmidt2019,Schmidt et al 2019,EG,96,5,0.525788932510186,Germany
Schmidt2019,Schmidt et al 2019,EG,97,3,-0.27381212170468644,Germany
Schmidt2019,Schmidt et al 2019,EG,98,5,0.5291817830340005,Germany
Schmidt2019,Schmidt et al 2019,EG,99,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,100,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,101,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,102,7,0.7013700942136347,Germany
Schmidt2019,Schmidt et al 2019,EG,103,3,0.036472689090296606,Germany
Schmidt2019,Schmidt et al 2019,EG,104,7,0.9911097758542746,Germany
Schmidt2019,Schmidt et al 2019,EG,105,7,0.8708863857109099,Germany
Schmidt2019,Schmidt et al 2019,EG,106,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,107,5,0.4632466351846233,Germany
Schmidt2019,Schmidt et al 2019,EG,108,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,109,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,110,4,0.334387780725956,Germany
Schmidt2019,Schmidt et al 2019,EG,111,7,0.9825756510253996,Germany
Schmidt2019,Schmidt et al 2019,EG,112,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,113,7,0.9193214480252936,Germany
Schmidt2019,Schmidt et al 2019,EG,114,4,0.2328572696633637,Germany
Schmidt2019,Schmidt et al 2019,EG,115,7,0.9749170489329845,Germany
Schmidt2019,Schmidt et al 2019,EG,116,4,0.2813773637264967,Germany
Schmidt2019,Schmidt et al 2019,EG,117,7,0.8083264184417203,Germany
Schmidt2019,Schmidt et al 2019,EG,118,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,119,2,-0.9197486282745375,Germany
Schmidt2019,Schmidt et al 2019,EG,120,4,0.21228289915248752,Germany
Schmidt2019,Schmidt et al 2019,EG,121,3,-0.23462189673678951,Germany
Schmidt2019,Schmidt et al 2019,EG,122,7,0.7016149485623464,Germany
Schmidt2019,Schmidt et al 2019,EG,123,2,-0.42860044975299383,Germany
Schmidt2019,Schmidt et al 2019,EG,124,5,0.4974117717659101,Germany
Schmidt2019,Schmidt et al 2019,EG,125,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,126,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,127,3,-0.01305349176051096,Germany
Schmidt2019,Schmidt et al 2019,EG,128,7,0.8907569181825966,Germany
Schmidt2019,Schmidt et al 2019,EG,129,5,0.4612580778123811,Germany
Schmidt2019,Schmidt et al 2019,EG,130,2,-1.4188254580972715,Germany
Schmidt2019,Schmidt et al 2019,EG,131,3,0.14785007145488632,Germany
Schmidt2019,Schmidt et al 2019,EG,132,2,-0.9060882401559502,Germany
Schmidt2019,Schmidt et al 2019,EG,133,3,0.13650748783722522,Germany
Schmidt2019,Schmidt et al 2019,EG,134,7,0.963908019294031,Germany
Schmidt2019,Schmidt et al 2019,EG,135,7,0.6716182155627758,Germany
Schmidt2019,Schmidt et al 2019,EG,136,5,0.5322476807353087,Germany
Schmidt2019,Schmidt et al 2019,EG,137,2,-1.7539713875902816,Germany
Schmidt2019,Schmidt et al 2019,EG,138,5,0.5322145638079383,Germany
Schmidt2019,Schmidt et al 2019,EG,139,7,0.8420968553749845,Germany
Schmidt2019,Schmidt et al 2019,EG,140,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,141,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,142,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,143,4,0.38071221714839343,Germany
Schmidt2019,Schmidt et al 2019,EG,144,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,145,5,0.5353675324493088,Germany
Schmidt2019,Schmidt et al 2019,EG,146,3,-0.10101791804889218,Germany
Schmidt2019,Schmidt et al 2019,EG,147,3,-0.005021917831618317,Germany
Schmidt2019,Schmidt et al 2019,EG,148,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,149,3,-0.25896471017971634,Germany
Schmidt2019,Schmidt et al 2019,EG,150,6,0.595088963340968,Germany
Schmidt2019,Schmidt et al 2019,EG,151,1,-2.94,Germany
Schmidt2019,Schmidt et al 2019,EG,152,3,-0.2139982378692366,Germany
Schmidt2019,Schmidt et al 2019,EG,153,7,0.9679708703747019,Germany
Schmidt2019,Schmidt et al 2019,EG,154,3,-0.06820865933084863,Germany
Schmidt2019,Schmidt et al 2019,EG,155,8,1,Germany
Schmidt2019,Schmidt et al 2019,EG,156,7,0.7842237167665735,Germany
Schmidt2019,Schmidt et al 2019,EG,157,2,-0.6359697430022058,Germany
Schmidt2019,Schmidt et al 2019,EG,158,7,0.8866208278527483,Germany
