bibkey,paper,task,subject,choice,r,country
Apesteguia2020,Apesteguia et al 2020,EG,6723,3,1.3921647438849323,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6724,2,-3.850707507589832,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6725,2,-1.8484922530502081,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6726,3,1.2853214146848768,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6727,3,1.4094243096304127,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6728,2,-3.5981802780460566,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6729,3,0.9798500006226822,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6730,2,-2.077416525473818,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6731,2,-1.2218695452297106,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6732,2,0.5613153616571802,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6733,3,0.9671100365021266,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6734,3,1.283539632677566,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6735,2,-3.7713279467076064,Germany
Apesteguia2020,Apesteguia et al 2020,EG,6736,2,0.002173497113399314,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8065,2,-3.5653077790653334,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8066,2,-2.205342099857517,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8067,4,1.49,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8068,2,-2.470411039679311,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8069,2,-3.6715985739789905,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8070,2,-1.7488657200895248,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8071,3,1.3140793841867708,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8072,2,0.07654200628865482,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8073,2,-3.5951210314780475,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8074,3,1.4604010294447654,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8075,2,-3.3915346620325,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8076,2,-3.1708882075641305,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8077,3,0.9313708229688928,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8078,3,0.9360131118958817,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8079,3,1.2491643017623573,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8080,2,-1.5329105716245248,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8081,3,0.9334872967633419,Germany
Apesteguia2020,Apesteguia et al 2020,EG,8082,2,-2.267099253195338,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9577,1,-4,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9578,2,-0.6181607548473402,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9579,3,1.1127793018170633,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9580,3,1.3383006164431572,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9581,2,-2.6634200974740088,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9582,2,-2.178544522952288,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9583,3,0.7994550936063751,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9584,2,-2.500691514085047,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9585,3,1.388440581280738,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9586,2,-0.05495075310580422,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9587,2,0.15582742034923314,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9588,3,1.4454769511357881,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9589,3,1.10767828182783,Germany
Apesteguia2020,Apesteguia et al 2020,EG,9590,2,-0.3147029754426329,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10753,1,-4,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10754,3,1.189931167224422,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10755,3,0.7524053476192057,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10756,2,-3.4386056316271425,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10757,3,1.0085963380546308,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10758,2,-0.2971395382331683,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10759,2,-1.0354856398096306,Germany
Apesteguia2020,Apesteguia et al 2020,EG,10760,2,-1.5709005284449087,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11425,4,1.49,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11426,2,-3.8592021577013655,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11427,2,-2.1090977935260162,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11428,1,-4,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11429,3,1.191255316599272,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11430,2,0.5918289257213472,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11431,2,-2.0684092106996106,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11432,2,-1.4017185174301265,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11433,2,-0.05254478492308401,Germany
Apesteguia2020,Apesteguia et al 2020,EG,11434,3,1.4328364946274088,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12265,2,-3.805670279469341,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12266,3,1.412128905612044,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12267,3,0.8024965569772757,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12268,2,-2.7440054585412144,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12269,2,-3.413212435347959,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12270,2,-1.6010802462650462,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12271,2,0.22367416266817575,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12272,2,-2.7616725709615277,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12273,4,1.49,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12274,3,1.3076476284954697,Germany
Apesteguia2020,Apesteguia et al 2020,EG,12275,3,0.8739517846424133,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13189,2,-1.091624715127982,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13190,2,-3.3497713600145653,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13191,2,-3.425939608528279,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13192,1,-4,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13193,2,-3.4229678664682432,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13194,3,1.3165792327793315,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13195,2,-0.041791006028652156,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13196,2,-2.577401225087233,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13197,2,-1.3234592334181068,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13198,2,-3.9787475821375846,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13199,2,-0.29442860843148067,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13200,2,0.522445276575163,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13201,2,0.03224348764400897,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13202,3,0.8312001495668665,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13203,2,-1.5042618951713664,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13204,3,1.1704232496325857,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13205,2,-2.643993016052991,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13206,2,-3.955813372116536,Germany
Apesteguia2020,Apesteguia et al 2020,EG,13207,2,-2.8371013016812503,Germany
