bibkey,paper,task,subject,age,gender,choice,r,country
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,56,20,0,8,1.7041360541293398,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,56,20,0,5,0.6409962656442076,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,57,21,1,4,0.4620073797018267,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,57,21,1,3,0.37418839215999466,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,58,22,1,5,0.7785603760555386,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,58,22,1,2,0.1528056506300345,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,60,21,1,5,0.7983052942762151,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,60,21,1,2,0.13874639498535546,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,62,22,1,2,-0.17761219188570976,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,62,22,1,1,0.06361180651001633,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,63,20,1,1,-0.37,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,63,20,1,2,0.19044939496088775,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,64,21,1,6,1.0343836728017777,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,64,21,1,4,0.5491603533178567,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,65,23,1,6,0.8939961642492562,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,65,23,1,4,0.5023481760546564,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,66,21,1,3,0.1450266630295664,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,66,21,1,1,0.07982837680727244,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,67,23,1,5,0.7592440942535177,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,67,23,1,2,0.10808841208927333,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,68,18,1,7,1.3887641369225456,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,68,18,1,1,0.06042075855657458,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,69,20,1,4,0.5615420232596807,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,69,20,1,2,0.11193917025811971,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,70,22,1,6,1.1403000665130092,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,70,22,1,4,0.539603420291096,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,72,19,1,6,1.096559636085294,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,72,19,1,3,0.3783456796477549,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,73,22,1,3,0.1129010556638241,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,73,22,1,2,0.149133483809419,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,74,23,1,5,0.8266900164773687,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,74,23,1,4,0.443803780330345,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,75,22,1,7,1.4874736868776381,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,75,22,1,3,0.3815576033038087,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,76,21,1,3,0.17434682400897147,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,76,21,1,5,0.7343137635826134,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,77,22,1,2,-0.3472811188362539,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,77,22,1,1,0.057105561736971136,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,78,19,1,6,0.9954463705886155,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,78,19,1,3,0.348019513504114,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,80,20,1,8,1.870601270319894,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,80,20,1,5,0.7786748817469925,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,81,20,1,3,0.14914895812748002,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,81,20,1,3,0.23253590652719142,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,82,20,1,1,-0.37,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,82,20,1,1,0.03750840202905238,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,83,24,0,2,0.0032645358890295295,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,83,24,0,2,0.1734258576994762,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,84,21,0,5,0.6608651214512065,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,84,21,0,3,0.3510444639110938,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,85,20,0,10,2.71,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,85,20,0,6,0.9656946598226205,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,86,22,0,9,2.9585845242929647,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,87,19,0,4,0.5493076152936556,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,87,19,0,2,0.1390144264791161,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,88,19,0,5,0.7958008902519941,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,88,19,0,3,0.4084027556097135,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,89,21,0,7,1.3383247325103729,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,89,21,0,3,0.22827632493805142,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,90,22,0,7,1.177966512707062,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,90,22,0,5,0.7201541362493299,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,91,22,0,4,0.5633522121561692,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,91,22,0,2,0.16292585625778883,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,92,20,0,8,1.8372096076002344,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,92,20,0,5,0.6328460917668417,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,93,19,0,6,1.0891897428082302,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,93,19,0,4,0.5000059048552066,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,94,22,0,3,0.1734984022588469,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,94,22,0,1,0.083852435676381,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,95,22,0,4,0.4037566956691444,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,95,22,0,2,0.15722891124896707,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,96,21,0,4,0.5330659037013538,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,96,21,0,3,0.33425510112429035,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,97,21,0,8,1.7781619962351396,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,97,21,0,4,0.5969333032518624,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,98,20,0,3,0.08868106629000977,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,98,20,0,1,0.094513429813087,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,99,19,0,5,0.7524027421278878,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,99,19,0,5,0.6848428228218109,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,100,19,1,1,-0.37,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,100,19,1,2,0.12710719122551384,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,102,19,1,3,0.14258041263557972,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,102,19,1,3,0.3133691701595671,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,103,18,1,1,-0.37,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,103,18,1,1,-0.011126818424090744,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,104,18,0,3,0.27128690277691936,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,104,18,0,2,0.11138881929218769,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,105,19,1,8,1.7877292391564696,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,105,19,1,5,0.6977481915685348,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,106,18,0,8,1.7795429612370208,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,106,18,0,4,0.5131074922531843,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,107,22,0,7,1.407904277970083,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,107,22,0,3,0.2741260690591298,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,108,20,1,6,1.0283536746632307,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,108,20,1,3,0.3136880846018903,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,109,24,1,4,0.44492454104125495,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,111,19,1,3,0.054136231536977,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,111,19,1,3,0.25435011002933605,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,112,21,1,1,-0.37,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,112,21,1,1,0.08479847831651569,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,113,18,0,4,0.414600217747502,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,113,18,0,4,0.4102423754893243,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,114,19,0,6,0.9667380010941997,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,114,19,0,3,0.3537652129936032,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,HL,116,19,1,1,-0.37,Greece
DrichoutisNayga2013,Drichoutis et Nayga 2013,PV,116,19,1,1,0.06898898710496724,Greece
